cwnd:vector Network_three_routers.client.tcp.conn-14 (#0 - WS_enabled-0-20200805-20:00:33-23494),,cwnd:vector Network_three_routers.other_client.tcp.conn-15 (#0 - WS_enabled-0-20200805-20:00:33-23494),
2.029792982764,101799,3.351240662764,60680
2.029912902764,101819,3.351360582764,60714
2.030032822764,101839,3.351480502764,60748
2.030152742764,101859,3.351600422764,60782
2.030272662764,101879,3.351720342764,60816
2.030392582764,101899,3.351840262764,60850
2.030512502764,101919,3.351960182764,60884
2.030632422764,101939,3.352080102764,60918
2.030752342764,101959,3.352200022764,60952
2.030872262764,101979,3.352319942764,60986
2.030992182764,101999,3.352439862764,61020
2.031112102764,102019,3.352559782764,61054
2.031232022764,102039,3.352679702764,61088
2.031351942764,102059,3.352799622764,61122
2.031471862764,102079,3.352919542764,61156
2.031591782764,102099,3.353039462764,61190
2.031711702764,102119,3.353159382764,61224
2.031831622764,102139,3.353279302764,61258
2.031951542764,102159,3.353399222764,61292
2.032071462764,102179,3.353519142764,61326
2.032191382764,102199,3.353639062764,61360
2.032311302764,102219,3.353758982764,61394
2.032431222764,102239,3.353878902764,61428
2.032551142764,102259,3.353998822764,61462
2.032671062764,102279,3.354118742764,61496
2.032790982764,102299,3.354238662764,61530
2.032910902764,102319,3.354358582764,61564
2.033030822764,102339,3.354478502764,61598
2.033150742764,102359,3.354598422764,61632
2.033270662764,102379,3.354718342764,61666
2.033390582764,102399,3.354838262764,61700
2.033510502764,102419,3.354958182764,61734
2.033630422764,102439,3.355078102764,61768
2.033750342764,102459,3.355198022764,61802
2.033870262764,102479,3.355317942764,61836
2.033990182764,102499,3.355437862764,61870
2.034110102764,102519,3.355557782764,61904
2.034230022764,102539,3.355677702764,61938
2.034349942764,102559,3.355797622764,61972
2.034469862764,102579,3.355917542764,62006
2.034589782764,102599,3.356037462764,62040
2.034709702764,102619,3.356157382764,62073
2.034829622764,102639,3.356277302764,62106
2.034949542764,102659,3.356397222764,62139
2.035069462764,102679,3.356517142764,62172
2.035189382764,102699,3.356637062764,62205
2.035309302764,102719,3.356756982764,62238
2.035429222764,102739,3.356876902764,62271
2.035549142764,102759,3.356996822764,62304
2.035669062764,102779,3.357116742764,62337
2.035788982764,102799,3.357236662764,62370
2.035908902764,102819,3.357356582764,62403
2.036028822764,102839,3.357476502764,62436
2.036148742764,102859,3.357596422764,62469
2.036268662764,102879,3.357716342764,62502
2.036388582764,102899,3.357836262764,62535
2.036508502764,102919,3.357956182764,62568
2.036628422764,102939,3.358076102764,62601
2.036748342764,102959,3.358196022764,62634
2.036868262764,102979,3.358315942764,62667
2.036988182764,102999,3.358435862764,62700
2.037108102764,103019,3.358555782764,62733
2.037228022764,103039,3.358675702764,62766
2.037347942764,103059,3.358795622764,62799
2.037467862764,103079,3.358915542764,62832
2.037587782764,103099,3.359035462764,62865
2.037707702764,103119,3.359155382764,62898
2.037827622764,103139,3.359275302764,62931
2.037947542764,103159,3.359395222764,62964
2.038067462764,103179,3.359515142764,62997
2.038187382764,103199,3.359635062764,63030
2.038307302764,103219,3.359754982764,63063
2.038427222764,103239,3.359874902764,63096
2.038547142764,103259,3.359994822764,63129
2.038667062764,103279,3.360114742764,63162
2.038786982764,103299,3.360234662764,63195
2.038906902764,103319,3.360354582764,63228
2.039026822764,103339,3.360474502764,63261
2.039146742764,103359,3.360594422764,63294
2.039266662764,103379,3.360714342764,63327
2.039386582764,103399,3.360834262764,63360
2.039506502764,103419,3.360954182764,63393
2.039626422764,103439,3.361074102764,63426
2.039746342764,103459,3.361194022764,63459
2.039866262764,103479,3.361313942764,63492
2.039986182764,103499,3.361433862764,63525
2.040106102764,103519,3.361553782764,63558
2.040226022764,103539,3.361673702764,63591
2.040345942764,103559,3.361793622764,63624
2.040465862764,103579,3.361913542764,63657
2.040585782764,103599,3.362033462764,63690
2.040705702764,103619,3.362153382764,63723
2.040825622764,103639,3.362273302764,63756
2.040945542764,103659,3.362393222764,63789
2.041065462764,103679,3.362513142764,63822
2.041185382764,103699,3.362633062764,63855
2.041305302764,103719,3.362752982764,63888
2.041425222764,103739,3.362872902764,63921
2.041545142764,103759,3.362992822764,63953
2.041665062764,103779,3.363112742764,63985
2.041784982764,103799,3.363232662764,64017
2.041904902764,103819,3.363352582764,64049
2.042024822764,103839,3.363472502764,64081
2.042144742764,103859,3.363592422764,64113
2.042264662764,103879,3.363712342764,64145
2.042384582764,103899,3.363832262764,64177
2.042504502764,103919,3.363952182764,64209
2.042624422764,103939,3.364072102764,64241
2.042744342764,103959,3.364192022764,64273
2.042864262764,103979,3.364311942764,64305
2.042984182764,103999,3.364431862764,64337
2.043104102764,104019,3.364551782764,64369
2.043224022764,104039,3.364671702764,64401
2.043343942764,104059,3.364791622764,64433
2.043463862764,104079,3.364911542764,64465
2.043583782764,104099,3.365031462764,64497
2.043703702764,104119,3.365151382764,64529
2.043823622764,104139,3.365271302764,64561
2.043943542764,104159,3.365391222764,64593
2.044063462764,104179,3.365511142764,64625
2.044183382764,104199,3.365631062764,64657
2.044303302764,104219,3.365750982764,64689
2.044423222764,104239,3.365870902764,64721
2.044543142764,104259,3.365990822764,64753
2.044663062764,104279,3.366110742764,64785
2.044782982764,104299,3.366230662764,64817
2.044902902764,104319,3.366350582764,64849
2.045022822764,104339,3.366470502764,64881
2.045142742764,104359,3.366590422764,64913
2.045262662764,104379,3.366710342764,64945
2.045382582764,104399,3.366830262764,64977
2.045502502764,104419,3.366950182764,65009
2.045622422764,104439,3.367070102764,65041
2.045742342764,104459,3.367190022764,65073
2.045862262764,104479,3.367309942764,65105
2.045982182764,104499,3.367429862764,65137
2.046102102764,104519,3.367549782764,65169
2.046222022764,104539,3.367669702764,65201
2.046341942764,104559,3.367789622764,65233
2.046461862764,104579,3.367909542764,65265
2.046581782764,104599,3.368029462764,65297
2.046701702764,104619,3.368149382764,65329
2.046821622764,104639,3.368269302764,65361
2.046941542764,104659,3.368389222764,65393
2.047061462764,104679,3.368509142764,65425
2.047181382764,104699,3.368629062764,65457
2.047301302764,104719,3.368748982764,65489
2.047421222764,104739,3.368868902764,65521
2.047541142764,104759,3.368988822764,65553
2.047661062764,104779,3.369108742764,65585
2.047780982764,104799,3.369228662764,65617
2.047900902764,104819,3.369348582764,65649
2.048020822764,104839,3.369468502764,65681
2.048140742764,104859,3.369588422764,65713
2.048260662764,104879,3.369708342764,65745
2.048380582764,104899,3.369828262764,65777
2.048500502764,104919,3.369948182764,65809
2.048620422764,104939,3.370068102764,65841
2.048740342764,104959,3.370188022764,65873
2.048860262764,104979,3.370307942764,65905
2.048980182764,104999,3.370427862764,65936
2.049100102764,105019,3.370547782764,65967
2.049220022764,105039,3.370667702764,65998
2.049339942764,105059,3.370787622764,66029
2.049459862764,105079,3.370907542764,66060
2.049579782764,105099,3.371027462764,66091
2.049699702764,105119,3.371147382764,66122
2.049819622764,105139,3.371267302764,66153
2.049939542764,105159,3.371387222764,66184
2.050059462764,105179,3.371507142764,66215
2.050179382764,105199,3.371627062764,66246
2.050299302764,105219,3.371746982764,66277
2.050419222764,105239,3.371866902764,66308
2.050539142764,105259,3.371986822764,66339
2.050659062764,105279,3.372106742764,66370
2.050778982764,105299,3.372226662764,66401
2.050898902764,105319,3.372346582764,66432
2.051018822764,105339,3.372466502764,66463
2.051138742764,105359,3.372586422764,66494
2.051258662764,105379,3.372706342764,66525
2.051378582764,105399,3.372826262764,66556
2.051498502764,105419,3.372946182764,66587
2.051618422764,105438,3.373066102764,66618
2.051738342764,105457,3.373186022764,66649
2.051858262764,105476,3.373305942764,66680
2.051978182764,105495,3.373425862764,66711
2.052098102764,105514,3.373545782764,66742
2.052218022764,105533,3.373665702764,66773
2.052337942764,105552,3.373785622764,66804
2.052457862764,105571,3.373905542764,66835
2.052577782764,105590,3.374025462764,66866
2.052697702764,105609,3.374145382764,66897
2.052817622764,105628,3.374265302764,66928
2.052937542764,105647,3.374385222764,66959
2.053057462764,105666,3.374505142764,66990
2.053177382764,105685,3.374625062764,67021
2.053297302764,105704,3.374744982764,67052
2.053417222764,105723,3.374864902764,67083
2.053537142764,105742,3.374984822764,67114
2.053657062764,105761,3.375104742764,67145
2.053776982764,105780,3.375224662764,67176
2.053896902764,105799,3.375344582764,67207
2.054016822764,105818,3.375464502764,67238
2.054136742764,105837,3.375584422764,67269
2.054256662764,105856,3.375704342764,67300
2.054376582764,105875,3.375824262764,67331
2.054496502764,105894,3.375944182764,67362
2.054616422764,105913,3.376064102764,67393
2.054736342764,105932,3.376184022764,67424
2.054856262764,105951,3.376303942764,67455
2.054976182764,105970,3.376423862764,67486
2.055096102764,105989,3.376543782764,67517
2.055216022764,106008,3.376663702764,67548
2.055335942764,106027,3.376783622764,67579
2.055455862764,106046,3.376903542764,67610
2.055575782764,106065,3.377023462764,67641
2.055695702764,106084,3.377143382764,67672
2.055815622764,106103,3.377263302764,67703
2.055935542764,106122,3.377383222764,67734
2.056055462764,106141,3.377503142764,67765
2.056175382764,106160,3.377623062764,67796
2.056295302764,106179,3.377742982764,67827
2.056415222764,106198,3.377862902764,67858
2.056535142764,106217,3.377982822764,67889
2.056655062764,106236,3.378102742764,67920
2.056774982764,106255,3.378222662764,67951
2.056894902764,106274,3.378342582764,67982
2.057014822764,106293,3.378462502764,68013
2.057134742764,106312,3.378582422764,68043
2.057254662764,106331,3.378702342764,68073
2.057374582764,106350,3.378822262764,68103
2.057494502764,106369,3.378942182764,68133
2.057614422764,106388,3.379062102764,68163
2.057734342764,106407,3.379182022764,68193
2.057854262764,106426,3.379301942764,68223
2.057974182764,106445,3.379421862764,68253
2.058094102764,106464,3.379541782764,68283
2.058214022764,106483,3.379661702764,68313
2.058333942764,106502,3.379781622764,68343
2.058453862764,106521,3.379901542764,68373
2.058573782764,106540,3.380021462764,68403
2.058693702764,106559,3.380141382764,68433
2.058813622764,106578,3.380261302764,68463
2.058933542764,106597,3.380381222764,68493
2.059053462764,106616,3.380501142764,68523
2.059173382764,106635,3.380621062764,68553
2.059293302764,106654,3.380740982764,68583
2.059413222764,106673,3.380860902764,68613
2.059533142764,106692,3.380980822764,68643
2.059653062764,106711,3.381100742764,68673
2.059772982764,106730,3.381220662764,68703
2.059892902764,106749,3.381340582764,68733
2.060012822764,106768,3.381460502764,68763
2.060132742764,106787,3.381580422764,68793
2.060252662764,106806,3.381700342764,68823
2.060372582764,106825,3.381820262764,68853
2.060492502764,106844,3.381940182764,68883
2.060612422764,106863,3.382060102764,68913
2.060732342764,106882,3.382180022764,68943
2.060852262764,106901,3.382299942764,68973
2.060972182764,106920,3.382419862764,69003
2.061092102764,106939,3.382539782764,69033
2.061212022764,106958,3.382659702764,69063
2.061331942764,106977,3.382779622764,69093
2.061451862764,106996,3.382899542764,69123
2.061571782764,107015,3.383019462764,69153
2.061691702764,107034,3.383139382764,69183
2.061811622764,107053,3.383259302764,69213
2.061931542764,107072,3.383379222764,69243
2.062051462764,107091,3.383499142764,69273
2.062171382764,107110,3.383619062764,69303
2.062291302764,107129,3.383738982764,69333
2.062411222764,107148,3.383858902764,69363
2.062531142764,107167,3.383978822764,69393
2.062651062764,107186,3.384098742764,69423
2.062770982764,107205,3.384218662764,69453
2.062890902764,107224,3.384338582764,69483
2.063010822764,107243,3.384458502764,69513
2.063130742764,107262,3.384578422764,69543
2.063250662764,107281,3.384698342764,69573
2.063370582764,107300,3.384818262764,69603
2.063490502764,107319,3.384938182764,69633
2.063610422764,107338,3.385058102764,69663
2.063730342764,107357,3.385178022764,69693
2.063850262764,107376,3.385297942764,69723
2.063970182764,107395,3.385417862764,69753
2.064090102764,107414,3.385537782764,69783
2.064210022764,107433,3.385657702764,69813
2.064329942764,107452,3.385777622764,69843
2.064449862764,107471,3.385897542764,69873
2.064569782764,107490,3.386017462764,69903
2.064689702764,107509,3.386137382764,69933
2.064809622764,107528,3.386257302764,69963
2.064929542764,107547,3.386377222764,69993
2.065049462764,107566,3.386497142764,70023
2.065169382764,107585,3.386617062764,70053
2.065289302764,107604,3.386736982764,70083
2.065409222764,107623,3.386856902764,70113
2.065529142764,107642,3.386976822764,70143
2.065649062764,107661,3.387096742764,70173
2.065768982764,107680,3.387216662764,70203
2.065888902764,107699,3.387336582764,70233
2.066008822764,107718,3.387456502764,70263
2.066128742764,107737,3.387576422764,70293
2.066248662764,107756,3.387696342764,70322
2.066368582764,107775,3.387816262764,70351
2.066488502764,107794,3.387936182764,70380
2.066608422764,107813,3.388056102764,70409
2.066728342764,107832,3.388176022764,70438
2.066848262764,107851,3.388295942764,70467
2.066968182764,107870,3.388415862764,70496
2.067088102764,107889,3.388535782764,70525
2.067208022764,107908,3.388655702764,70554
2.067327942764,107927,3.388775622764,70583
2.067447862764,107946,3.388895542764,70612
2.067567782764,107965,3.389015462764,70641
2.067687702764,107984,3.389135382764,70670
2.067807622764,108003,3.389255302764,70699
2.067927542764,108022,3.389375222764,70728
2.068047462764,108041,3.389495142764,70757
2.068167382764,108060,3.389615062764,70786
2.068287302764,108079,3.389734982764,70815
2.068407222764,108098,3.389854902764,70844
2.068527142764,108117,3.389974822764,70873
2.068647062764,108136,3.390094742764,70902
2.068766982764,108155,3.390214662764,70931
2.068886902764,108174,3.390334582764,70960
2.069006822764,108193,3.390454502764,70989
2.069126742764,108212,3.390574422764,71018
2.069246662764,108231,3.390694342764,71047
2.069366582764,108250,3.390814262764,71076
2.069486502764,108269,3.390934182764,71105
2.069606422764,108288,3.391054102764,71134
2.069726342764,108307,3.391174022764,71163
2.069846262764,108326,3.391293942764,71192
2.069966182764,108345,3.391413862764,71221
2.070086102764,108364,3.391533782764,71250
2.070206022764,108383,3.391653702764,71279
2.070325942764,108402,3.391773622764,71308
2.070445862764,108421,3.391893542764,71337
2.070565782764,108440,3.392013462764,71366
2.070685702764,108459,3.392133382764,71395
2.070805622764,108478,3.392253302764,71424
2.070925542764,108497,3.392373222764,71453
2.071045462764,108516,3.392493142764,71482
2.071165382764,108535,3.392613062764,71511
2.071285302764,108554,3.392732982764,71540
2.071405222764,108573,3.392852902764,71569
2.071525142764,108592,3.392972822764,71598
2.071645062764,108611,3.393092742764,71627
2.071764982764,108630,3.393212662764,71656
2.071884902764,108649,3.393332582764,71685
2.072004822764,108668,3.393452502764,71714
2.072124742764,108687,3.393572422764,71743
2.072244662764,108706,3.393692342764,71772
2.072364582764,108725,3.393812262764,71801
2.072484502764,108744,3.393932182764,71830
2.072604422764,108763,3.394052102764,71859
2.072724342764,108782,3.394172022764,71888
2.072844262764,108801,3.394291942764,71917
2.072964182764,108820,3.394411862764,71946
2.073084102764,108839,3.394531782764,71975
2.073204022764,108858,3.394651702764,72004
2.073323942764,108877,3.394771622764,72033
2.073443862764,108896,3.394891542764,72062
2.073563782764,108915,3.395011462764,72091
2.073683702764,108934,3.395131382764,72120
2.073803622764,108953,3.395251302764,72149
2.073923542764,108972,3.395371222764,72178
2.074043462764,108991,3.395491142764,72207
2.074163382764,109010,3.395611062764,72236
2.074283302764,109029,3.395730982764,72265
2.074403222764,109048,3.395850902764,72294
2.074523142764,109067,3.395970822764,72323
2.074643062764,109086,3.396090742764,72352
2.074762982764,109105,3.396210662764,72381
2.074882902764,109124,3.396330582764,72410
2.075002822764,109143,3.396450502764,72439
2.075122742764,109162,3.396570422764,72468
2.075242662764,109181,3.396690342764,72497
2.075362582764,109200,3.396810262764,72526
2.075482502764,109219,3.396930182764,72555
2.075602422764,109238,3.397050102764,72584
2.075722342764,109257,3.397170022764,72613
2.075842262764,109276,3.397289942764,72642
2.075962182764,109295,3.397409862764,72671
2.076082102764,109314,3.397529782764,72700
2.076202022764,109333,3.397649702764,72729
2.076321942764,109352,3.397769622764,72757
2.076441862764,109371,3.397889542764,72785
2.076561782764,109390,3.398009462764,72813
2.076681702764,109409,3.398129382764,72841
2.076801622764,109428,3.398249302764,72869
2.076921542764,109447,3.398369222764,72897
2.077041462764,109466,3.398489142764,72925
2.077161382764,109485,3.398609062764,72953
2.077281302764,109504,3.398728982764,72981
2.077401222764,109523,3.398848902764,73009
2.077521142764,109542,3.398968822764,73037
2.077641062764,109561,3.399088742764,73065
2.077760982764,109580,3.399208662764,73093
2.077880902764,109599,3.399328582764,73121
2.078000822764,109618,3.399448502764,73149
2.078120742764,109637,3.399568422764,73177
2.078240662764,109656,3.399688342764,73205
2.078360582764,109675,3.399808262764,73233
2.078480502764,109694,3.399928182764,73261
2.078600422764,109713,3.400048102764,73289
2.078720342764,109732,3.400168022764,73317
2.078840262764,109751,3.400287942764,73345
2.078960182764,109770,3.400407862764,73373
2.079080102764,109789,3.400527782764,73401
2.079200022764,109808,3.400767622764,73429
2.079319942764,109827,3.400887542764,73457
2.079439862764,109846,3.401007462764,73485
2.079559782764,109865,3.401127382764,73513
2.079679702764,109884,3.401247302764,73541
2.079799622764,109903,3.401367222764,73569
2.079919542764,109922,3.401487142764,73597
2.080039462764,109941,3.401607062764,73625
2.080159382764,109960,3.401726982764,73653
2.080279302764,109979,3.401966822764,73681
2.080399222764,109998,3.402206662764,73709
2.080519142764,110017,3.402326582764,73737
2.080639062764,110036,3.402446502764,73765
2.080758982764,110055,3.402566422764,73793
2.080878902764,110074,3.402686342764,73821
2.080998822764,110093,3.402806262764,73849
2.081118742764,110112,3.402926182764,73877
2.081238662764,110131,3.403046102764,73905
2.081358582764,110150,3.403166022764,73933
2.081478502764,110169,3.403405862764,73961
2.081598422764,110188,3.403645702764,73989
2.081718342764,110207,3.403885542764,74017
2.081838262764,110226,3.404005462764,74045
2.081958182764,110245,3.404125382764,74073
2.082078102764,110264,3.404245302764,74101
2.082198022764,110283,3.404365222764,74129
2.082317942764,110302,3.404485142764,74157
2.082437862764,110321,3.404605062764,74185
2.082557782764,110340,3.404724982764,74213
2.082677702764,110359,3.404844902764,74241
2.082797622764,110378,3.404964822764,74269
2.082917542764,110397,3.405204662764,74297
2.083037462764,110416,3.405444502764,74325
2.083157382764,110435,3.405684342764,74353
2.083277302764,110454,3.405924182764,74381
2.083397222764,110473,3.406044102764,74409
2.083517142764,110492,3.406164022764,74437
2.083637062764,110511,3.406283942764,74465
2.083756982764,110530,3.406403862764,74493
2.083876902764,110549,3.406523782764,74521
2.083996822764,110568,3.406643702764,74549
2.084116742764,110587,3.406763622764,74577
2.084236662764,110606,3.406883542764,74605
2.084356582764,110625,3.407003462764,74633
2.084476502764,110644,3.407123382764,74661
2.084596422764,110663,3.407243302764,74689
2.084716342764,110682,3.407483142764,74717
2.084836262764,110701,3.407722982764,74745
2.084956182764,110720,3.407962822764,74773
2.085076102764,110739,3.408202662764,74801
2.085196022764,110758,3.408442502764,74829
2.085315942764,110777,3.408682342764,74857
2.085435862764,110796,3.408922182764,74885
2.085555782764,110815,3.409162022764,74913
2.085675702764,110834,3.409281942764,74941
2.085795622764,110853,3.409401862764,74969
2.085915542764,110872,3.409521782764,74997
2.086035462764,110891,3.409641702764,75025
2.086155382764,110910,3.409761622764,75053
2.086275302764,110929,3.409881542764,75081
2.086395222764,110948,3.410001462764,75109
2.086515142764,110967,3.410121382764,75137
2.086635062764,110985,3.410241302764,75165
2.086754982764,111003,3.410361222764,75193
2.086874902764,111021,3.410481142764,75221
2.086994822764,111039,3.410720982764,75249
2.087114742764,111057,3.410960822764,75277
2.087234662764,111075,3.411200662764,75305
2.087354582764,111093,3.411440502764,75332
2.087474502764,111111,3.411680342764,75359
2.087594422764,111129,3.411920182764,75386
2.087714342764,111147,3.412160022764,75413
2.087834262764,111165,3.412399862764,75440
2.087954182764,111183,3.412639702764,75467
2.088074102764,111201,3.412879542764,75494
2.088194022764,111219,3.413119382764,75521
2.088313942764,111237,3.413239302764,75548
2.088433862764,111255,3.413479142764,75575
2.088553782764,111273,3.413599062764,75602
2.088673702764,111291,3.413838902764,75629
2.088793622764,111309,3.413958822764,75656
2.088913542764,111327,3.414078742764,75683
2.089033462764,111345,3.414198662764,75710
2.089153382764,111363,3.414318582764,75737
2.089273302764,111381,3.414438502764,75764
2.089393222764,111399,3.414558422764,75791
2.089513142764,111417,3.414678342764,75818
2.089633062764,111435,3.414798262764,75845
2.089752982764,111453,3.414918182764,75872
2.089872902764,111471,3.415038102764,75899
2.089992822764,111489,3.415158022764,75926
2.090112742764,111507,3.415277942764,75953
2.090232662764,111525,3.415517782764,75980
2.090352582764,111543,3.415637702764,76007
2.090472502764,111561,3.415877542764,76034
2.090592422764,111579,3.415997462764,76061
2.090712342764,111597,3.416237302764,76088
2.090832262764,111615,3.416357222764,76115
2.090952182764,111633,3.416597062764,76142
2.091072102764,111651,3.416716982764,76169
2.091192022764,111669,3.416956822764,76196
2.091311942764,111687,3.417076742764,76223
2.091431862764,111705,3.417316582764,76250
2.091551782764,111723,3.417436502764,76277
2.091671702764,111741,3.417676342764,76304
2.091791622764,111759,3.417796262764,76331
2.091911542764,111777,3.418036102764,76358
2.092031462764,111795,3.418156022764,76385
2.092151382764,111813,3.418395862764,76412
2.092271302764,111831,3.418515782764,76439
2.092391222764,111849,3.418755622764,76466
2.092511142764,111867,3.418875542764,76493
2.092631062764,111885,3.419115382764,76520
2.092750982764,111903,3.419355222764,76547
2.092870902764,111921,3.419475142764,76574
2.092990822764,111939,3.419714982764,76601
2.093110742764,111957,3.419834902764,76628
2.093230662764,111975,3.419954822764,76655
2.093350582764,111993,3.420074742764,76682
2.093470502764,112011,3.420194662764,76709
2.093590422764,112029,3.420314582764,76736
2.093710342764,112047,3.420434502764,76763
2.093830262764,112065,3.420554422764,76790
2.093950182764,112083,3.420674342764,76817
2.094070102764,112101,3.420794262764,76844
2.094190022764,112119,3.420914182764,76871
2.094309942764,112137,3.421034102764,76898
2.094429862764,112155,3.421154022764,76925
2.094549782764,112173,3.421273942764,76952
2.094669702764,112191,3.421393862764,76979
2.094789622764,112209,3.421513782764,77006
2.094909542764,112227,3.421633702764,77033
2.095029462764,112245,3.421753622764,77060
2.095149382764,112263,3.421873542764,77087
2.095269302764,112281,3.421993462764,77114
2.095389222764,112299,3.422113382764,77141
2.095509142764,112317,3.422233302764,77168
2.095629062764,112335,3.422353222764,77195
2.095748982764,112353,3.422473142764,77222
2.095868902764,112371,3.422593062764,77249
2.095988822764,112389,3.422712982764,77276
2.096108742764,112407,3.422832902764,77303
2.096228662764,112425,3.422952822764,77330
2.096348582764,112443,3.423072742764,77357
2.096468502764,112461,3.423192662764,77384
2.096588422764,112479,3.423312582764,77411
2.096708342764,112497,3.423432502764,77438
2.096828262764,112515,3.423552422764,77465
2.096948182764,112533,3.423672342764,77492
2.097068102764,112551,3.423792262764,77519
2.097188022764,112569,3.423912182764,77546
2.097307942764,112587,3.424032102764,77573
2.097427862764,112605,3.424152022764,77600
2.097547782764,112623,3.424271942764,77627
2.097667702764,112641,3.424391862764,77654
2.097787622764,112659,3.424511782764,77681
2.097907542764,112677,3.424631702764,77708
2.098027462764,112695,3.424751622764,77735
2.098147382764,112713,3.424871542764,77762
2.098267302764,112731,3.424991462764,77789
2.098387222764,112749,3.425111382764,77816
2.098507142764,112767,3.425231302764,77843
2.098627062764,112785,3.425351222764,77870
2.098746982764,112803,3.425471142764,77897
2.098866902764,112821,3.425591062764,77924
2.098986822764,112839,3.425710982764,77951
2.099106742764,112857,3.425830902764,77978
2.099226662764,112875,3.426310582764,43345
2.099346582764,112893,3.426430502764,44797
2.099466502764,112911,3.426550422764,46249
2.099586422764,112929,3.426670342764,47701
2.099706342764,112947,3.426790262764,49153
2.099826262764,112965,3.426910182764,50605
2.099946182764,112983,3.427030102764,52057
2.100066102764,113001,3.427150022764,53509
2.100186022764,113019,3.427269942764,54961
2.100305942764,113037,3.427389862764,56413
2.100425862764,113055,3.427509782764,57865
2.100545782764,113073,3.427629702764,59317
2.100665702764,113091,3.427749622764,60769
2.100785622764,113109,3.427869542764,62221
2.100905542764,113127,3.427989462764,63673
2.101025462764,113145,3.428109382764,65125
2.101145382764,113163,3.428229302764,66577
2.101265302764,113181,3.428349222764,68029
2.101385222764,113199,3.428469142764,69481
2.101505142764,113217,3.428589062764,70933
2.101625062764,113235,3.428708982764,72385
2.101744982764,113253,3.428828902764,73837
2.101864902764,113271,3.428948822764,75289
2.101984822764,113289,3.429068742764,76741
2.102104742764,113307,3.429188662764,78193
2.102224662764,113325,3.429308582764,79645
2.102344582764,113343,3.429428502764,81097
2.102464502764,113361,3.429548422764,82549
2.102584422764,113379,3.429668342764,84001
2.102704342764,113397,3.429788262764,85453
2.102824262764,113415,3.429908182764,86905
2.102944182764,113433,3.430028102764,88357
2.103064102764,113451,3.430148022764,89809
2.103184022764,113469,3.430267942764,91261
2.103303942764,113487,3.430387862764,92713
2.103423862764,113505,3.430507782764,94165
2.103543782764,113523,3.430627702764,95617
2.103663702764,113541,3.430747622764,97069
2.103783622764,113559,3.430867542764,98521
2.103903542764,113577,3.430987462764,99973
2.104023462764,113595,3.431107382764,101425
2.104143382764,113613,3.431227302764,102877
2.104263302764,113631,3.431347222764,104329
2.104383222764,113649,3.431467142764,105781
2.104503142764,113667,3.431587062764,107233
2.104623062764,113685,3.431706982764,108685
2.104742982764,113703,3.431826902764,110137
2.104862902764,113721,3.431946822764,111589
2.104982822764,113739,3.432066742764,113041
2.105102742764,113757,3.432186662764,114493
2.105222662764,113775,3.432306582764,38989
2.105342582764,113793,3.432409302764,39043
2.105462502764,113811,3.432529222764,39096
2.105582422764,113829,3.432649142764,39149
2.105702342764,113847,3.432769062764,39202
2.105822262764,113865,3.432888982764,39255
2.105942182764,113883,3.433008902764,39308
2.106062102764,113901,3.433128822764,39361
2.106182022764,113919,3.433248742764,39414
2.106301942764,113937,3.433368662764,39467
2.106421862764,113955,3.433488582764,39520
2.106541782764,113973,3.433608502764,39573
2.106661702764,113991,3.433728422764,39626
2.106781622764,114009,3.433848342764,39679
2.106901542764,114027,3.433968262764,39732
2.107021462764,114045,3.434088182764,39785
2.107141382764,114063,3.434208102764,39837
2.107261302764,114081,3.434328022764,39889
2.107381222764,114099,3.434447942764,39941
2.107501142764,114117,3.434567862764,39993
2.107621062764,114135,3.434687782764,40045
2.107740982764,114153,3.434807702764,40097
2.107860902764,114171,3.434927622764,40149
2.107980822764,114189,3.435047542764,40201
2.108100742764,114207,3.435167462764,40253
2.108220662764,114225,3.435287382764,40305
2.108340582764,114243,3.435407302764,40357
2.108460502764,114261,3.435527222764,40409
2.108580422764,114279,3.435634262764,40461
2.108700342764,114297,3.435754182764,40513
2.108820262764,114315,3.435874102764,40565
2.108940182764,114333,3.435994022764,40616
2.109060102764,114351,3.436113942764,40667
2.109180022764,114369,3.436233862764,40718
2.109299942764,114387,3.436353782764,40769
2.109419862764,114405,3.436473702764,40820
2.109539782764,114423,3.436593622764,40871
2.109659702764,114441,3.436713542764,40922
2.109779622764,114459,3.436833462764,40973
2.109899542764,114477,3.436953382764,41024
2.110019462764,114495,3.437073302764,41075
2.110139382764,114513,3.437193222764,41126
2.110259302764,114531,3.437313142764,41177
2.110379222764,114549,3.437433062764,41228
2.110499142764,114567,3.437552982764,41279
2.110619062764,114585,3.437672902764,41330
2.110738982764,114603,3.437792822764,41381
2.110858902764,114621,3.437912742764,41431
2.110978822764,114639,3.438032662764,41481
2.111098742764,114657,3.438152582764,41531
2.111218662764,114675,3.438272502764,41581
2.111338582764,114693,3.438392422764,41631
2.111458502764,114711,3.438512342764,41681
2.111578422764,114729,3.438632262764,41731
2.111698342764,114747,3.438752182764,41781
2.111818262764,114765,3.438872102764,41831
2.111938182764,114783,3.438992022764,41881
2.112058102764,114801,3.439111942764,41931
2.112178022764,114819,3.439231862764,41981
2.112297942764,114837,3.439351782764,42031
2.112417862764,114855,3.439471702764,42081
2.112537782764,114873,3.439591622764,42131
2.112657702764,114891,3.439711542764,42181
2.112777622764,114909,3.439831462764,42230
2.112897542764,114927,3.439951382764,42279
